# Units: Energy in GeV,  Length in mm,  Time in sec
#   Nr      Name   PID Stat   M1   M2   D1   D2        Px        Py        Pz         E      Mass         X         Y         Z         T
    35      pi^-  -211    1   23    0    0    0   4.377E0  -2.889E0  -1.251E0   5.393E0  1.396E-1      1E-4     -1E-4       0E0      2E-4
    36      pi^0   111    2   23    0   52   53  3.506E-1 -2.484E-1 -2.446E-1  5.125E-1   1.35E-1      1E-4     -1E-4       0E0      2E-4
    37 eta'(958)   331    2   23    0   54   55   4.439E0  -2.918E0  -1.671E0    5.65E0  9.576E-1      1E-4     -1E-4       0E0      2E-4
    38      pi^+   211    1   24    0    0    0  6.501E-1 -1.597E-1 -2.384E-1  7.242E-1  1.396E-1       0E0       0E0       0E0       0E0
    39      pi^-  -211    1   24    0    0    0  3.836E-1 -2.851E-1 -3.473E-1  6.071E-1  1.396E-1       0E0       0E0       0E0       0E0
    40     gamma    22    1   25    0    0    0   4.753E0  -4.172E0  -1.955E0    6.62E0       0E0       0E0       0E0       0E0       0E0
    41     gamma    22    1   25    0    0    0   1.103E0  -1.108E0 -2.257E-1   1.579E0       0E0       0E0       0E0       0E0       0E0
    42     gamma    22    1   26    0    0    0   3.125E0  -1.913E0  -2.085E0   4.215E0       0E0       0E0       0E0       0E0       0E0
    43     gamma    22    1   26    0    0    0   1.526E0 -8.511E-1 -9.253E-1   1.977E0       0E0       0E0       0E0       0E0       0E0
    44      pi^+   211    1   27    0    0    0   1.672E0  -1.516E0  -9.93E-1    2.47E0  1.396E-1       0E0       0E0       0E0       0E0
    45      pi^-  -211    1   27    0    0    0 -8.871E-3 -9.603E-2  4.802E-2  1.763E-1  1.396E-1       0E0       0E0       0E0       0E0
    46      pi^+   211    1   28    0    0    0  3.665E-2  -1.027E0 -7.723E-1   1.293E0  1.396E-1       0E0       0E0       0E0       0E0
    47      pi^0   111    2   28    0   56   57  6.713E-1 -9.569E-1 -8.941E-1   1.478E0   1.35E-1       0E0       0E0       0E0       0E0
    48       B^+   521    2   31    0   58   60  -1.741E1   1.247E1  -7.431E1   7.751E1   5.279E0       0E0       0E0       0E0       0E0
    49     gamma    22    1   31    0    0    0 -2.714E-1  1.774E-1    -1.2E0   1.243E0       0E0       0E0       0E0       0E0       0E0
    50       D^0   421    2   32    0   61   62   5.913E0  -6.268E0   -3.49E0   9.482E0   1.864E0      1E-4     -1E-4       0E0      2E-4
    51      pi^0   111    2   32    0   63   64  4.422E-1  -4.23E-1 -2.133E-1   6.62E-1   1.35E-1      1E-4     -1E-4       0E0      2E-4
    52     gamma    22    1   36    0    0    0  1.879E-1 -5.892E-2 -7.539E-2  2.108E-1       0E0      1E-4     -1E-4       0E0      2E-4
    53     gamma    22    1   36    0    0    0  1.627E-1 -1.894E-1 -1.692E-1  3.016E-1       0E0      1E-4     -1E-4       0E0      2E-4
    54     gamma    22    1   37    0    0    0  5.644E-1 -1.247E-1 -4.931E-2  5.801E-1       0E0      1E-4     -1E-4       0E0      2E-4
    55 rho(770)^0   113    2   37    0   65   66   3.874E0  -2.794E0  -1.621E0    5.07E0  5.139E-1      1E-4     -1E-4       0E0      2E-4
    56     gamma    22    1   47    0    0    0  3.956E-1 -5.356E-1 -4.269E-1   7.91E-1       0E0       0E0       0E0       0E0       0E0
    57     gamma    22    1   47    0    0    0  2.757E-1 -4.213E-1 -4.672E-1  6.869E-1       0E0       0E0       0E0       0E0       0E0
    58       K^+   321    1   48    0    0    0  -3.183E0   1.524E0  -1.193E1   1.245E1  4.936E-1     -1E-4      1E-4     -6E-4      6E-4
    59 J/psi(1S)   443    2   48    0   67   70  -9.254E0   8.175E0  -4.422E1   4.602E1   3.097E0     -1E-4      1E-4     -6E-4      6E-4
    60 omega(782)   223    2   48    0   71   73  -4.973E0   2.767E0  -1.815E1   1.904E1  7.802E-1     -1E-4      1E-4     -6E-4      6E-4
    61      K~^0  -311    2   50    0   74   74   4.461E0  -4.029E0  -2.186E0   6.415E0  4.977E-1      1E-4     -1E-4       0E0      2E-4
    62 omega(782)   223    2   50    0   75   77   1.452E0   -2.24E0  -1.304E0   3.067E0   7.62E-1      1E-4     -1E-4       0E0      2E-4
    63     gamma    22    1   51    0    0    0  2.244E-1 -1.651E-1 -1.568E-1  3.197E-1       0E0      1E-4     -1E-4       0E0      2E-4
    64     gamma    22    1   51    0    0    0  2.178E-1 -2.579E-1 -5.646E-2  3.423E-1       0E0      1E-4     -1E-4       0E0      2E-4
    65      pi^-  -211    1   55    0    0    0   2.169E0   -1.78E0  -1.072E0   3.007E0  1.396E-1      1E-4     -1E-4       0E0      2E-4
    66      pi^+   211    1   55    0    0    0   1.706E0  -1.013E0  -5.49E-1   2.063E0  1.396E-1      1E-4     -1E-4       0E0      2E-4
    67      pi^-  -211    1   59    0    0    0  -2.151E0    2.38E0  -1.136E1   1.181E1  1.396E-1     -1E-4      1E-4     -6E-4      6E-4
    68      pi^+   211    1   59    0    0    0 -5.699E-1  3.721E-1  -2.025E0   2.141E0  1.396E-1     -1E-4      1E-4     -6E-4      6E-4
    69 K*(892)^-  -323    2   59    0   78   79  -5.123E0   3.341E0  -1.968E1   2.062E1  8.096E-1     -1E-4      1E-4     -6E-4      6E-4
    70       K^+   321    1   59    0    0    0   -1.41E0   2.083E0  -1.116E1   1.145E1  4.936E-1     -1E-4      1E-4     -6E-4      6E-4
    71      pi^-  -211    1   60    0    0    0  -1.418E0  6.843E-1  -4.549E0   4.816E0  1.396E-1     -1E-4      1E-4     -6E-4      6E-4
    72      pi^+   211    1   60    0    0    0 -8.901E-1  3.339E-1  -3.406E0   3.539E0  1.396E-1     -1E-4      1E-4     -6E-4      6E-4
    73      pi^0   111    2   60    0   80   81  -2.664E0   1.749E0   -1.02E1   1.069E1   1.35E-1     -1E-4      1E-4     -6E-4      6E-4
    74     K_S^0   310    1   61    0    0    0   4.461E0  -4.029E0  -2.186E0   6.415E0  4.977E-1      1E-4     -1E-4       0E0      2E-4
    75      pi^+   211    1   62    0    0    0  7.349E-1  -1.531E0 -8.473E-1   1.903E0  1.396E-1      1E-4     -1E-4       0E0      2E-4
    76      pi^-  -211    1   62    0    0    0  5.644E-1 -5.423E-1 -4.166E-1  8.977E-1  1.396E-1      1E-4     -1E-4       0E0      2E-4
    77      pi^0   111    2   62    0   82   83  1.527E-1  -1.66E-1 -3.988E-2  2.659E-1   1.35E-1      1E-4     -1E-4       0E0      2E-4
    78      K~^0  -311    2   69    0   84   84  -2.774E0   1.594E0  -1.051E1   1.099E1  4.977E-1     -1E-4      1E-4     -6E-4      6E-4
    79      pi^-  -211    1   69    0    0    0   -2.35E0   1.747E0  -9.169E0   9.626E0  1.396E-1     -1E-4      1E-4     -6E-4      6E-4
    80     gamma    22    1   73    0    0    0  -1.619E0   1.128E0  -6.189E0   6.496E0       0E0     -1E-4      1E-4     -6E-4      6E-4
    81     gamma    22    1   73    0    0    0  -1.045E0  6.208E-1   -4.01E0    4.19E0       0E0     -1E-4      1E-4     -6E-4      6E-4
    82     gamma    22    1   77    0    0    0   1.04E-1 -2.947E-2  1.837E-2  1.096E-1       0E0      1E-4     -1E-4       0E0      2E-4
    83     gamma    22    1   77    0    0    0  4.871E-2 -1.366E-1 -5.825E-2  1.563E-1       0E0      1E-4     -1E-4       0E0      2E-4
    84     K_S^0   310    1   78    0    0    0  -2.774E0   1.594E0  -1.051E1   1.099E1  4.977E-1     -1E-4      1E-4     -6E-4      6E-4
#END
